DATE,DailyMaximumDryBulbTemperature,VIOLENT_CRIME_COUNT,DATE_DT,MONTH,DAY_OF_WEEK,SEASON,TEMP_BIN
2021-01-25,35.06,13,2021-01-25,1,Monday,Winter,Cold
2021-01-26,24.26,18,2021-01-26,1,Tuesday,Winter,Cold
2021-01-27,46.94,19,2021-01-27,1,Wednesday,Winter,Moderate
2021-01-28,55.94,11,2021-01-28,1,Thursday,Winter,Moderate
2021-01-29,60.980000000000004,18,2021-01-29,1,Friday,Winter,Warm
2021-01-30,51.98,20,2021-01-30,1,Saturday,Winter,Moderate
2021-01-31,51.08,19,2021-01-31,1,Sunday,Winter,Moderate
2021-02-01,55.94,20,2021-02-01,2,Monday,Winter,Moderate
2021-02-02,64.04,19,2021-02-02,2,Tuesday,Winter,Warm
2021-02-03,64.94,17,2021-02-03,2,Wednesday,Winter,Warm
2021-02-04,39.02,15,2021-02-04,2,Thursday,Winter,Moderate
2021-02-05,41,15,2021-02-05,2,Friday,Winter,Moderate
2021-02-06,44.06,12,2021-02-06,2,Saturday,Winter,Moderate
2021-02-07,53.96,12,2021-02-07,2,Sunday,Winter,Moderate
2021-02-08,39.92,15,2021-02-08,2,Monday,Winter,Moderate
2021-02-09,33.98,14,2021-02-09,2,Tuesday,Winter,Cold
2021-02-10,39.02,7,2021-02-10,2,Wednesday,Winter,Moderate
2021-02-11,32,14,2021-02-11,2,Thursday,Winter,Cold
2021-02-12,13.100000000000001,12,2021-02-12,2,Friday,Winter,Very Cold
2021-02-13,6.259999999999998,12,2021-02-13,2,Saturday,Winter,Very Cold
2021-02-14,3.1999999999999993,12,2021-02-14,2,Sunday,Winter,Very Cold
2021-02-15,35.96,12,2021-02-15,2,Monday,Winter,Cold
2021-02-16,42.980000000000004,7,2021-02-16,2,Tuesday,Winter,Moderate
2021-02-17,31.1,13,2021-02-17,2,Wednesday,Winter,Cold
2021-02-18,33.98,11,2021-02-18,2,Thursday,Winter,Cold
2021-02-19,46.04,12,2021-02-19,2,Friday,Winter,Moderate
2021-02-20,55.04,12,2021-02-20,2,Saturday,Winter,Moderate
2021-02-21,39.92,22,2021-02-21,2,Sunday,Winter,Moderate
2021-02-22,59,8,2021-02-22,2,Monday,Winter,Warm
2021-02-23,60.980000000000004,9,2021-02-23,2,Tuesday,Winter,Warm
2021-02-24,39.92,14,2021-02-24,2,Wednesday,Winter,Moderate
2021-02-25,31.1,13,2021-02-25,2,Thursday,Winter,Cold
2021-02-26,44.96,16,2021-02-26,2,Friday,Winter,Moderate
2021-02-27,35.06,16,2021-02-27,2,Saturday,Winter,Cold
2021-02-28,35.06,13,2021-02-28,2,Sunday,Winter,Cold
2021-03-01,48.02,26,2021-03-01,3,Monday,Spring,Moderate
2021-03-02,60.980000000000004,17,2021-03-02,3,Tuesday,Spring,Warm
2021-03-03,62.059999999999995,18,2021-03-03,3,Wednesday,Spring,Warm
2021-03-04,42.980000000000004,7,2021-03-04,3,Thursday,Spring,Moderate
2021-03-05,53.96,10,2021-03-05,3,Friday,Spring,Moderate
2021-03-06,64.04,19,2021-03-06,3,Saturday,Spring,Warm
2021-03-07,66.92,16,2021-03-07,3,Sunday,Spring,Warm
2021-03-08,68,12,2021-03-08,3,Monday,Spring,Warm
2021-03-09,68,10,2021-03-09,3,Tuesday,Spring,Warm
2021-03-10,50,18,2021-03-10,3,Wednesday,Spring,Moderate
2021-03-11,50,10,2021-03-11,3,Thursday,Spring,Moderate
2021-03-12,42.08,9,2021-03-12,3,Friday,Spring,Moderate
2021-03-13,37.04,14,2021-03-13,3,Saturday,Spring,Cold
2021-03-14,30.2,6,2021-03-14,3,Sunday,Spring,Cold
2021-03-15,46.04,7,2021-03-15,3,Monday,Spring,Moderate
2021-03-16,39.02,4,2021-03-16,3,Tuesday,Spring,Moderate
2021-03-17,39.02,12,2021-03-17,3,Wednesday,Spring,Moderate
2021-03-18,48.02,8,2021-03-18,3,Thursday,Spring,Moderate
2021-03-19,57.02,9,2021-03-19,3,Friday,Spring,Moderate
2021-03-20,66.02,22,2021-03-20,3,Saturday,Spring,Warm
2021-03-21,51.98,18,2021-03-21,3,Sunday,Spring,Moderate
2021-03-22,37.94,13,2021-03-22,3,Monday,Spring,Cold
2021-03-23,39.02,18,2021-03-23,3,Tuesday,Spring,Moderate
2021-03-24,39.92,7,2021-03-24,3,Wednesday,Spring,Moderate
2021-03-25,50,14,2021-03-25,3,Thursday,Spring,Moderate
2021-03-26,46.94,12,2021-03-26,3,Friday,Spring,Moderate
2021-03-27,51.08,18,2021-03-27,3,Saturday,Spring,Moderate
2021-03-28,64.94,15,2021-03-28,3,Sunday,Spring,Warm
2021-03-29,71.96,22,2021-03-29,3,Monday,Spring,Warm
2021-03-30,37.04,13,2021-03-30,3,Tuesday,Spring,Cold
2021-03-31,53.96,10,2021-03-31,3,Wednesday,Spring,Moderate
2021-04-01,69.98,16,2021-04-01,4,Thursday,Spring,Warm
2021-04-02,71.96,26,2021-04-02,4,Friday,Spring,Warm
2021-04-03,75.92,15,2021-04-03,4,Saturday,Spring,Warm
2021-04-04,75.92,21,2021-04-04,4,Sunday,Spring,Warm
2021-04-05,78.08,12,2021-04-05,4,Monday,Spring,Warm
2021-04-06,57.02,10,2021-04-06,4,Tuesday,Spring,Moderate
2021-04-07,60.08,12,2021-04-07,4,Wednesday,Spring,Warm
2021-04-08,68,16,2021-04-08,4,Thursday,Spring,Warm
2021-04-09,51.98,18,2021-04-09,4,Friday,Spring,Moderate
2021-04-10,66.92,13,2021-04-10,4,Saturday,Spring,Warm
2021-04-11,53.96,16,2021-04-11,4,Sunday,Spring,Moderate
2021-04-12,44.06,16,2021-04-12,4,Monday,Spring,Moderate
2021-04-13,46.94,13,2021-04-13,4,Tuesday,Spring,Moderate
2021-04-14,50,16,2021-04-14,4,Wednesday,Spring,Moderate
2021-04-15,41,15,2021-04-15,4,Thursday,Spring,Moderate
2021-04-16,33.08,9,2021-04-16,4,Friday,Spring,Cold
2021-04-17,42.08,7,2021-04-17,4,Saturday,Spring,Moderate
2021-04-18,53.96,19,2021-04-18,4,Sunday,Spring,Moderate
2021-04-19,48.02,18,2021-04-19,4,Monday,Spring,Moderate
2021-04-20,33.08,13,2021-04-20,4,Tuesday,Spring,Cold
2021-04-21,35.96,10,2021-04-21,4,Wednesday,Spring,Cold
2021-04-22,51.98,8,2021-04-22,4,Thursday,Spring,Moderate
2021-04-23,57.92,20,2021-04-23,4,Friday,Spring,Moderate
2021-04-24,66.92,13,2021-04-24,4,Saturday,Spring,Warm
2021-04-25,78.08,16,2021-04-25,4,Sunday,Spring,Warm
2021-04-26,77,22,2021-04-26,4,Monday,Spring,Warm
2021-04-27,57.02,15,2021-04-27,4,Tuesday,Spring,Moderate
2021-04-28,55.94,11,2021-04-28,4,Wednesday,Spring,Moderate
2021-04-29,66.92,17,2021-04-29,4,Thursday,Spring,Warm
2021-04-30,77,19,2021-04-30,4,Friday,Spring,Warm
2021-05-01,82.94,22,2021-05-01,5,Saturday,Spring,Hot
2021-05-02,66.92,22,2021-05-02,5,Sunday,Spring,Warm
2021-05-03,44.06,14,2021-05-03,5,Monday,Spring,Moderate
2021-05-04,60.08,12,2021-05-04,5,Tuesday,Spring,Warm
2021-05-05,55.94,21,2021-05-05,5,Wednesday,Spring,Moderate
2021-05-06,71.96,17,2021-05-06,5,Thursday,Spring,Warm
2021-05-07,82.04,17,2021-05-07,5,Friday,Spring,Hot
2021-05-08,71.96,16,2021-05-08,5,Saturday,Spring,Warm
2021-05-09,46.04,31,2021-05-09,5,Sunday,Spring,Moderate
2021-05-10,44.96,24,2021-05-10,5,Monday,Spring,Moderate
2021-05-11,42.08,12,2021-05-11,5,Tuesday,Spring,Moderate
2021-05-12,60.980000000000004,17,2021-05-12,5,Wednesday,Spring,Warm
2021-05-13,71.96,17,2021-05-13,5,Thursday,Spring,Warm
2021-05-14,71.06,18,2021-05-14,5,Friday,Spring,Warm
2021-05-15,68,14,2021-05-15,5,Saturday,Spring,Warm
2021-05-16,55.04,23,2021-05-16,5,Sunday,Spring,Moderate
2021-05-17,66.02,13,2021-05-17,5,Monday,Spring,Warm
2021-05-18,59,22,2021-05-18,5,Tuesday,Spring,Warm
2021-05-19,71.96,13,2021-05-19,5,Wednesday,Spring,Warm
2021-05-20,80.06,24,2021-05-20,5,Thursday,Spring,Hot
2021-05-21,80.06,20,2021-05-21,5,Friday,Spring,Hot
2021-05-22,66.02,23,2021-05-22,5,Saturday,Spring,Warm
2021-05-23,71.96,23,2021-05-23,5,Sunday,Spring,Warm
2021-05-24,71.96,16,2021-05-24,5,Monday,Spring,Warm
2021-05-25,73.94,10,2021-05-25,5,Tuesday,Spring,Warm
2021-05-26,77,19,2021-05-26,5,Wednesday,Spring,Warm
2021-05-27,73.04,16,2021-05-27,5,Thursday,Spring,Warm
2021-05-28,82.04,25,2021-05-28,5,Friday,Spring,Hot
2021-05-29,69.98,31,2021-05-29,5,Saturday,Spring,Warm
2021-05-30,57.02,30,2021-05-30,5,Sunday,Spring,Moderate
2021-05-31,57.02,30,2021-05-31,5,Monday,Spring,Moderate
2021-06-01,68,15,2021-06-01,6,Tuesday,Summer,Warm
2021-06-02,73.94,15,2021-06-02,6,Wednesday,Summer,Warm
2021-06-03,80.06,13,2021-06-03,6,Thursday,Summer,Hot
2021-06-04,84.91999999999999,29,2021-06-04,6,Friday,Summer,Hot
2021-06-05,89.96000000000001,27,2021-06-05,6,Saturday,Summer,Hot
2021-06-06,86,31,2021-06-06,6,Sunday,Summer,Hot
2021-06-07,87.98,20,2021-06-07,6,Monday,Summer,Hot
2021-06-08,89.96000000000001,14,2021-06-08,6,Tuesday,Summer,Hot
2021-06-09,87.98,20,2021-06-09,6,Wednesday,Summer,Hot
2021-06-10,93.91999999999999,20,2021-06-10,6,Thursday,Summer,Hot
2021-06-11,78.08,27,2021-06-11,6,Friday,Summer,Warm
2021-06-12,89.96000000000001,22,2021-06-12,6,Saturday,Summer,Hot
2021-06-13,91.94,25,2021-06-13,6,Sunday,Summer,Hot
2021-06-14,96.08000000000001,17,2021-06-14,6,Monday,Summer,Hot
2021-06-15,98.96000000000001,11,2021-06-15,6,Tuesday,Summer,Hot
2021-06-16,96.98,17,2021-06-16,6,Wednesday,Summer,Hot
2021-06-17,98.06,16,2021-06-17,6,Thursday,Summer,Hot
2021-06-18,87.08000000000001,21,2021-06-18,6,Friday,Summer,Hot
2021-06-19,84.91999999999999,18,2021-06-19,6,Saturday,Summer,Hot
2021-06-20,82.04,24,2021-06-20,6,Sunday,Summer,Hot
2021-06-21,69.98,23,2021-06-21,6,Monday,Summer,Warm
2021-06-22,91.94,17,2021-06-22,6,Tuesday,Summer,Hot
2021-06-23,93.91999999999999,19,2021-06-23,6,Wednesday,Summer,Hot
2021-06-24,82.04,27,2021-06-24,6,Thursday,Summer,Hot
2021-06-25,80.96,24,2021-06-25,6,Friday,Summer,Hot
2021-06-26,69.08,26,2021-06-26,6,Saturday,Summer,Warm
2021-06-27,71.06,24,2021-06-27,6,Sunday,Summer,Warm
2021-06-28,69.98,13,2021-06-28,6,Monday,Summer,Warm
2021-06-29,75.92,21,2021-06-29,6,Tuesday,Summer,Warm
2021-06-30,82.04,23,2021-06-30,6,Wednesday,Summer,Hot
2021-07-01,78.08,18,2021-07-01,7,Thursday,Summer,Warm
2021-07-02,84.02,17,2021-07-02,7,Friday,Summer,Hot
2021-07-03,89.06,27,2021-07-03,7,Saturday,Summer,Hot
2021-07-04,87.98,21,2021-07-04,7,Sunday,Summer,Hot
2021-07-05,87.08000000000001,32,2021-07-05,7,Monday,Summer,Hot
2021-07-06,80.06,20,2021-07-06,7,Tuesday,Summer,Hot
2021-07-07,86,12,2021-07-07,7,Wednesday,Summer,Hot
2021-07-08,93.91999999999999,24,2021-07-08,7,Thursday,Summer,Hot
2021-07-09,93.02,20,2021-07-09,7,Friday,Summer,Hot
2021-07-10,80.96,23,2021-07-10,7,Saturday,Summer,Hot
2021-07-11,82.94,18,2021-07-11,7,Sunday,Summer,Hot
2021-07-12,86,21,2021-07-12,7,Monday,Summer,Hot
2021-07-13,82.04,29,2021-07-13,7,Tuesday,Summer,Hot
2021-07-14,73.94,23,2021-07-14,7,Wednesday,Summer,Warm
2021-07-15,86,10,2021-07-15,7,Thursday,Summer,Hot
2021-07-16,89.06,26,2021-07-16,7,Friday,Summer,Hot
2021-07-17,91.03999999999999,24,2021-07-17,7,Saturday,Summer,Hot
2021-07-18,89.06,27,2021-07-18,7,Sunday,Summer,Hot
2021-07-19,89.96000000000001,21,2021-07-19,7,Monday,Summer,Hot
2021-07-20,91.03999999999999,14,2021-07-20,7,Tuesday,Summer,Hot
2021-07-21,89.96000000000001,14,2021-07-21,7,Wednesday,Summer,Hot
2021-07-22,91.94,14,2021-07-22,7,Thursday,Summer,Hot
2021-07-23,91.94,20,2021-07-23,7,Friday,Summer,Hot
2021-07-24,82.94,29,2021-07-24,7,Saturday,Summer,Hot
2021-07-25,89.06,19,2021-07-25,7,Sunday,Summer,Hot
2021-07-26,91.03999999999999,17,2021-07-26,7,Monday,Summer,Hot
2021-07-27,93.02,14,2021-07-27,7,Tuesday,Summer,Hot
2021-07-28,96.08000000000001,23,2021-07-28,7,Wednesday,Summer,Hot
2021-07-29,91.03999999999999,17,2021-07-29,7,Thursday,Summer,Hot
2021-07-30,91.03999999999999,20,2021-07-30,7,Friday,Summer,Hot
2021-07-31,75.02,23,2021-07-31,7,Saturday,Summer,Warm
2021-08-01,78.08,23,2021-08-01,8,Sunday,Summer,Warm
2021-08-02,87.08000000000001,27,2021-08-02,8,Monday,Summer,Hot
2021-08-03,82.04,21,2021-08-03,8,Tuesday,Summer,Hot
2021-08-04,82.04,13,2021-08-04,8,Wednesday,Summer,Hot
2021-08-05,89.06,16,2021-08-05,8,Thursday,Summer,Hot
2021-08-06,91.03999999999999,12,2021-08-06,8,Friday,Summer,Hot
2021-08-07,80.96,24,2021-08-07,8,Saturday,Summer,Hot
2021-08-08,89.06,26,2021-08-08,8,Sunday,Summer,Hot
2021-08-09,93.02,18,2021-08-09,8,Monday,Summer,Hot
2021-08-10,91.94,14,2021-08-10,8,Tuesday,Summer,Hot
2021-08-11,93.91999999999999,17,2021-08-11,8,Wednesday,Summer,Hot
2021-08-12,86,10,2021-08-12,8,Thursday,Summer,Hot
2021-08-13,86,22,2021-08-13,8,Friday,Summer,Hot
2021-08-14,91.94,26,2021-08-14,8,Saturday,Summer,Hot
2021-08-15,89.06,23,2021-08-15,8,Sunday,Summer,Hot
2021-08-16,89.06,17,2021-08-16,8,Monday,Summer,Hot
2021-08-17,93.02,9,2021-08-17,8,Tuesday,Summer,Hot
2021-08-18,93.02,14,2021-08-18,8,Wednesday,Summer,Hot
2021-08-19,80.96,21,2021-08-19,8,Thursday,Summer,Hot
2021-08-20,78.08,14,2021-08-20,8,Friday,Summer,Warm
2021-08-21,80.06,27,2021-08-21,8,Saturday,Summer,Hot
2021-08-22,89.06,23,2021-08-22,8,Sunday,Summer,Hot
2021-08-23,91.03999999999999,21,2021-08-23,8,Monday,Summer,Hot
2021-08-24,89.96000000000001,20,2021-08-24,8,Tuesday,Summer,Hot
2021-08-25,84.91999999999999,15,2021-08-25,8,Wednesday,Summer,Hot
2021-08-26,82.94,25,2021-08-26,8,Thursday,Summer,Hot
2021-08-27,93.02,18,2021-08-27,8,Friday,Summer,Hot
2021-08-28,91.94,23,2021-08-28,8,Saturday,Summer,Hot
2021-08-29,78.98,18,2021-08-29,8,Sunday,Summer,Hot
2021-08-30,91.94,28,2021-08-30,8,Monday,Summer,Hot
2021-08-31,91.94,17,2021-08-31,8,Tuesday,Summer,Hot
2021-09-01,84.02,17,2021-09-01,9,Wednesday,Fall,Hot
2021-09-02,82.04,20,2021-09-02,9,Thursday,Fall,Hot
2021-09-03,80.96,17,2021-09-03,9,Friday,Fall,Hot
2021-09-04,82.04,21,2021-09-04,9,Saturday,Fall,Hot
2021-09-05,84.02,22,2021-09-05,9,Sunday,Fall,Hot
2021-09-06,89.96000000000001,19,2021-09-06,9,Monday,Fall,Hot
2021-09-07,82.94,23,2021-09-07,9,Tuesday,Fall,Hot
2021-09-08,84.91999999999999,26,2021-09-08,9,Wednesday,Fall,Hot
2021-09-09,91.03999999999999,21,2021-09-09,9,Thursday,Fall,Hot
2021-09-10,93.91999999999999,22,2021-09-10,9,Friday,Fall,Hot
2021-09-11,93.02,20,2021-09-11,9,Saturday,Fall,Hot
2021-09-12,82.94,24,2021-09-12,9,Sunday,Fall,Hot
2021-09-13,82.04,26,2021-09-13,9,Monday,Fall,Hot
2021-09-14,78.08,17,2021-09-14,9,Tuesday,Fall,Warm
2021-09-15,87.98,22,2021-09-15,9,Wednesday,Fall,Hot
2021-09-16,89.06,20,2021-09-16,9,Thursday,Fall,Hot
2021-09-17,73.94,17,2021-09-17,9,Friday,Fall,Warm
2021-09-18,91.03999999999999,22,2021-09-18,9,Saturday,Fall,Hot
2021-09-19,84.02,16,2021-09-19,9,Sunday,Fall,Hot
2021-09-20,64.04,19,2021-09-20,9,Monday,Fall,Warm
2021-09-21,64.04,21,2021-09-21,9,Tuesday,Fall,Warm
2021-09-22,77,16,2021-09-22,9,Wednesday,Fall,Warm
2021-09-23,80.06,11,2021-09-23,9,Thursday,Fall,Hot
2021-09-24,73.04,21,2021-09-24,9,Friday,Fall,Warm
2021-09-25,84.91999999999999,23,2021-09-25,9,Saturday,Fall,Hot
2021-09-26,87.08000000000001,25,2021-09-26,9,Sunday,Fall,Hot
2021-09-27,84.91999999999999,26,2021-09-27,9,Monday,Fall,Hot
2021-09-28,78.08,19,2021-09-28,9,Tuesday,Fall,Warm
2021-09-29,69.08,20,2021-09-29,9,Wednesday,Fall,Warm
2021-09-30,55.04,20,2021-09-30,9,Thursday,Fall,Moderate
2021-10-01,68,18,2021-10-01,10,Friday,Fall,Warm
2021-10-02,68,25,2021-10-02,10,Saturday,Fall,Warm
2021-10-03,75.02,26,2021-10-03,10,Sunday,Fall,Warm
2021-10-04,78.98,21,2021-10-04,10,Monday,Fall,Hot
2021-10-05,78.98,13,2021-10-05,10,Tuesday,Fall,Hot
2021-10-06,78.98,20,2021-10-06,10,Wednesday,Fall,Hot
2021-10-07,75.92,24,2021-10-07,10,Thursday,Fall,Warm
2021-10-08,75.02,23,2021-10-08,10,Friday,Fall,Warm
2021-10-09,73.04,22,2021-10-09,10,Saturday,Fall,Warm
2021-10-10,64.04,31,2021-10-10,10,Sunday,Fall,Warm
2021-10-11,66.02,18,2021-10-11,10,Monday,Fall,Warm
2021-10-12,53.06,15,2021-10-12,10,Tuesday,Fall,Moderate
2021-10-13,59,18,2021-10-13,10,Wednesday,Fall,Warm
2021-10-14,51.98,15,2021-10-14,10,Thursday,Fall,Moderate
2021-10-15,53.06,10,2021-10-15,10,Friday,Fall,Moderate
2021-10-16,69.98,20,2021-10-16,10,Saturday,Fall,Warm
2021-10-17,77,29,2021-10-17,10,Sunday,Fall,Warm
2021-10-18,73.04,26,2021-10-18,10,Monday,Fall,Warm
2021-10-19,57.92,18,2021-10-19,10,Tuesday,Fall,Moderate
2021-10-20,60.980000000000004,17,2021-10-20,10,Wednesday,Fall,Warm
2021-10-21,62.959999999999994,11,2021-10-21,10,Thursday,Fall,Warm
2021-10-22,73.04,13,2021-10-22,10,Friday,Fall,Warm
2021-10-23,69.08,20,2021-10-23,10,Saturday,Fall,Warm
2021-10-24,64.04,20,2021-10-24,10,Sunday,Fall,Warm
2021-10-25,82.04,21,2021-10-25,10,Monday,Fall,Hot
2021-10-26,71.06,23,2021-10-26,10,Tuesday,Fall,Warm
2021-10-27,53.96,15,2021-10-27,10,Wednesday,Fall,Moderate
2021-10-28,55.04,19,2021-10-28,10,Thursday,Fall,Moderate
2021-10-29,71.96,17,2021-10-29,10,Friday,Fall,Warm
2021-10-30,69.08,24,2021-10-30,10,Saturday,Fall,Warm
2021-10-31,39.92,22,2021-10-31,10,Sunday,Fall,Moderate
2021-11-01,37.04,21,2021-11-01,11,Monday,Fall,Cold
2021-11-02,42.980000000000004,14,2021-11-02,11,Tuesday,Fall,Moderate
2021-11-03,57.92,19,2021-11-03,11,Wednesday,Fall,Moderate
2021-11-04,66.92,9,2021-11-04,11,Thursday,Fall,Warm
2021-11-05,71.96,15,2021-11-05,11,Friday,Fall,Warm
2021-11-06,75.92,17,2021-11-06,11,Saturday,Fall,Warm
2021-11-07,75.02,27,2021-11-07,11,Sunday,Fall,Warm
2021-11-08,53.96,17,2021-11-08,11,Monday,Fall,Moderate
2021-11-09,60.980000000000004,20,2021-11-09,11,Tuesday,Fall,Warm
2021-11-10,55.04,21,2021-11-10,11,Wednesday,Fall,Moderate
2021-11-11,53.96,21,2021-11-11,11,Thursday,Fall,Moderate
2021-11-12,55.94,19,2021-11-12,11,Friday,Fall,Moderate
2021-11-13,64.04,26,2021-11-13,11,Saturday,Fall,Warm
2021-11-14,66.02,16,2021-11-14,11,Sunday,Fall,Warm
2021-11-15,69.08,20,2021-11-15,11,Monday,Fall,Warm
2021-11-16,69.08,14,2021-11-16,11,Tuesday,Fall,Warm
2021-11-17,39.02,17,2021-11-17,11,Wednesday,Fall,Moderate
2021-11-18,55.04,17,2021-11-18,11,Thursday,Fall,Moderate
2021-11-19,64.04,14,2021-11-19,11,Friday,Fall,Warm
2021-11-20,53.96,17,2021-11-20,11,Saturday,Fall,Moderate
2021-11-21,53.96,18,2021-11-21,11,Sunday,Fall,Moderate
2021-11-22,68,17,2021-11-22,11,Monday,Fall,Warm
2021-11-23,68,25,2021-11-23,11,Tuesday,Fall,Warm
2021-11-24,48.02,19,2021-11-24,11,Wednesday,Fall,Moderate
2021-11-25,55.04,12,2021-11-25,11,Thursday,Fall,Moderate
2021-11-26,66.02,13,2021-11-26,11,Friday,Fall,Warm
2021-11-27,51.98,21,2021-11-27,11,Saturday,Fall,Moderate
2021-11-28,66.02,21,2021-11-28,11,Sunday,Fall,Warm
2021-11-29,71.06,14,2021-11-29,11,Monday,Fall,Warm
2021-11-30,60.980000000000004,19,2021-11-30,11,Tuesday,Fall,Warm
2021-12-01,69.98,11,2021-12-01,12,Wednesday,Winter,Warm
2021-12-02,73.04,15,2021-12-02,12,Thursday,Winter,Warm
2021-12-03,62.059999999999995,21,2021-12-03,12,Friday,Winter,Warm
2021-12-04,66.92,17,2021-12-04,12,Saturday,Winter,Warm
2021-12-05,60.980000000000004,21,2021-12-05,12,Sunday,Winter,Warm
2021-12-06,42.08,14,2021-12-06,12,Monday,Winter,Moderate
2021-12-07,51.98,26,2021-12-07,12,Tuesday,Winter,Moderate
2021-12-08,53.96,14,2021-12-08,12,Wednesday,Winter,Moderate
2021-12-09,53.96,11,2021-12-09,12,Thursday,Winter,Moderate
2021-12-10,32,11,2021-12-10,12,Friday,Winter,Cold
2021-12-11,51.08,21,2021-12-11,12,Saturday,Winter,Moderate
2021-12-12,64.94,19,2021-12-12,12,Sunday,Winter,Warm
2021-12-13,64.04,18,2021-12-13,12,Monday,Winter,Warm
2021-12-14,64.94,19,2021-12-14,12,Tuesday,Winter,Warm
2021-12-15,51.98,17,2021-12-15,12,Wednesday,Winter,Moderate
2021-12-16,53.06,12,2021-12-16,12,Thursday,Winter,Moderate
2021-12-17,42.08,25,2021-12-17,12,Friday,Winter,Moderate
2021-12-18,46.94,17,2021-12-18,12,Saturday,Winter,Moderate
2021-12-19,60.08,27,2021-12-19,12,Sunday,Winter,Warm
2021-12-20,59,15,2021-12-20,12,Monday,Winter,Warm
2021-12-21,62.059999999999995,17,2021-12-21,12,Tuesday,Winter,Warm
2021-12-22,62.059999999999995,12,2021-12-22,12,Wednesday,Winter,Warm
2021-12-23,64.04,10,2021-12-23,12,Thursday,Winter,Warm
2021-12-24,51.08,16,2021-12-24,12,Friday,Winter,Moderate
2021-12-25,51.08,9,2021-12-25,12,Saturday,Winter,Moderate
2021-12-26,50,8,2021-12-26,12,Sunday,Winter,Moderate
2021-12-27,44.06,10,2021-12-27,12,Monday,Winter,Moderate
2021-12-28,33.98,14,2021-12-28,12,Tuesday,Winter,Cold
2021-12-29,33.98,11,2021-12-29,12,Wednesday,Winter,Cold
2021-12-30,48.02,15,2021-12-30,12,Thursday,Winter,Moderate
2021-12-31,37.04,22,2021-12-31,12,Friday,Winter,Cold
2022-01-01,13.100000000000001,11,2022-01-01,1,Saturday,Winter,Very Cold
2022-01-02,41,13,2022-01-02,1,Sunday,Winter,Moderate
2022-01-03,51.08,11,2022-01-03,1,Monday,Winter,Moderate
2022-01-04,46.94,12,2022-01-04,1,Tuesday,Winter,Moderate
2022-01-05,44.96,16,2022-01-05,1,Wednesday,Winter,Moderate
2022-01-06,35.06,10,2022-01-06,1,Thursday,Winter,Cold
2022-01-07,60.980000000000004,11,2022-01-07,1,Friday,Winter,Warm
2022-01-08,42.980000000000004,20,2022-01-08,1,Saturday,Winter,Moderate
2022-01-09,39.92,30,2022-01-09,1,Sunday,Winter,Moderate
2022-01-10,53.96,15,2022-01-10,1,Monday,Winter,Moderate
2022-01-11,57.02,22,2022-01-11,1,Tuesday,Winter,Moderate
2022-01-12,55.94,21,2022-01-12,1,Wednesday,Winter,Moderate
2022-01-13,60.980000000000004,9,2022-01-13,1,Thursday,Winter,Warm
2022-01-14,44.96,18,2022-01-14,1,Friday,Winter,Moderate
2022-01-15,46.94,20,2022-01-15,1,Saturday,Winter,Moderate
2022-01-16,57.02,11,2022-01-16,1,Sunday,Winter,Moderate
2022-01-17,62.059999999999995,13,2022-01-17,1,Monday,Winter,Warm
2022-01-18,51.08,26,2022-01-18,1,Tuesday,Winter,Moderate
2022-01-19,41,10,2022-01-19,1,Wednesday,Winter,Moderate
2022-01-20,44.06,22,2022-01-20,1,Thursday,Winter,Moderate
2022-01-21,35.96,21,2022-01-21,1,Friday,Winter,Cold
2022-01-22,46.04,23,2022-01-22,1,Saturday,Winter,Moderate
2022-01-23,50,13,2022-01-23,1,Sunday,Winter,Moderate
2022-01-24,44.06,21,2022-01-24,1,Monday,Winter,Moderate
2022-01-25,30.2,19,2022-01-25,1,Tuesday,Winter,Cold
2022-01-26,42.08,9,2022-01-26,1,Wednesday,Winter,Moderate
2022-01-27,28.22,20,2022-01-27,1,Thursday,Winter,Cold
2022-01-28,42.980000000000004,17,2022-01-28,1,Friday,Winter,Moderate
2022-01-29,60.08,17,2022-01-29,1,Saturday,Winter,Warm
2022-01-30,57.92,16,2022-01-30,1,Sunday,Winter,Moderate
2022-01-31,60.980000000000004,13,2022-01-31,1,Monday,Winter,Warm
2022-02-01,33.08,13,2022-02-01,2,Tuesday,Winter,Cold
2022-02-02,18.14,16,2022-02-02,2,Wednesday,Winter,Cold
2022-02-03,24.26,9,2022-02-03,2,Thursday,Winter,Cold
2022-02-04,37.04,22,2022-02-04,2,Friday,Winter,Cold
2022-02-05,48.92,18,2022-02-05,2,Saturday,Winter,Moderate
2022-02-06,37.04,18,2022-02-06,2,Sunday,Winter,Cold
2022-02-07,53.06,24,2022-02-07,2,Monday,Winter,Moderate
2022-02-08,48.92,20,2022-02-08,2,Tuesday,Winter,Moderate
2022-02-09,53.06,16,2022-02-09,2,Wednesday,Winter,Moderate
2022-02-10,59,15,2022-02-10,2,Thursday,Winter,Warm
2022-02-11,46.04,19,2022-02-11,2,Friday,Winter,Moderate
2022-02-12,39.02,13,2022-02-12,2,Saturday,Winter,Moderate
2022-02-13,53.06,6,2022-02-13,2,Sunday,Winter,Moderate
2022-02-14,55.94,11,2022-02-14,2,Monday,Winter,Moderate
2022-02-15,57.02,13,2022-02-15,2,Tuesday,Winter,Moderate
2022-02-16,37.94,19,2022-02-16,2,Wednesday,Winter,Cold
2022-02-17,31.1,13,2022-02-17,2,Thursday,Winter,Cold
