DATE,DailyMaximumDryBulbTemperature,VIOLENT_CRIME_COUNT,DATE_DT,MONTH,DAY_OF_WEEK,SEASON,TEMP_BIN
2024-03-12,60.980000000000004,19,2024-03-12,3,Tuesday,Spring,Warm
2024-03-13,51.98,21,2024-03-13,3,Wednesday,Spring,Moderate
2024-03-14,32,9,2024-03-14,3,Thursday,Spring,Cold
2024-03-15,39.02,12,2024-03-15,3,Friday,Spring,Moderate
2024-03-16,46.04,11,2024-03-16,3,Saturday,Spring,Moderate
2024-03-17,44.06,34,2024-03-17,3,Sunday,Spring,Moderate
2024-03-18,50,10,2024-03-18,3,Monday,Spring,Moderate
2024-03-19,53.96,13,2024-03-19,3,Tuesday,Spring,Moderate
2024-03-20,59,15,2024-03-20,3,Wednesday,Spring,Warm
2024-03-21,64.04,25,2024-03-21,3,Thursday,Spring,Warm
2024-03-22,59,21,2024-03-22,3,Friday,Spring,Warm
2024-03-23,64.94,16,2024-03-23,3,Saturday,Spring,Warm
2024-03-24,55.04,24,2024-03-24,3,Sunday,Spring,Moderate
2024-03-25,25.16,10,2024-03-25,3,Monday,Spring,Cold
2024-03-26,44.06,9,2024-03-26,3,Tuesday,Spring,Moderate
2024-03-27,51.08,15,2024-03-27,3,Wednesday,Spring,Moderate
2024-03-28,64.04,15,2024-03-28,3,Thursday,Spring,Warm
2024-03-29,53.96,14,2024-03-29,3,Friday,Spring,Moderate
2024-03-30,62.959999999999994,17,2024-03-30,3,Saturday,Spring,Warm
2024-03-31,66.02,23,2024-03-31,3,Sunday,Spring,Warm
2024-04-01,46.94,17,2024-04-01,4,Monday,Spring,Moderate
2024-04-02,57.02,16,2024-04-02,4,Tuesday,Spring,Moderate
2024-04-03,68,19,2024-04-03,4,Wednesday,Spring,Warm
2024-04-04,73.04,9,2024-04-04,4,Thursday,Spring,Warm
2024-04-05,73.04,16,2024-04-05,4,Friday,Spring,Warm
2024-04-06,60.08,28,2024-04-06,4,Saturday,Spring,Warm
2024-04-07,57.02,11,2024-04-07,4,Sunday,Spring,Moderate
2024-04-08,55.04,10,2024-04-08,4,Monday,Spring,Moderate
2024-04-09,60.980000000000004,21,2024-04-09,4,Tuesday,Spring,Warm
2024-04-10,57.02,18,2024-04-10,4,Wednesday,Spring,Moderate
2024-04-11,60.980000000000004,12,2024-04-11,4,Thursday,Spring,Warm
2024-04-12,75.92,18,2024-04-12,4,Friday,Spring,Warm
2024-04-13,73.94,23,2024-04-13,4,Saturday,Spring,Warm
2024-04-14,77,22,2024-04-14,4,Sunday,Spring,Warm
2024-04-15,71.96,23,2024-04-15,4,Monday,Spring,Warm
2024-04-16,64.94,17,2024-04-16,4,Tuesday,Spring,Warm
2024-04-17,71.06,17,2024-04-17,4,Wednesday,Spring,Warm
2024-04-18,35.06,21,2024-04-18,4,Thursday,Spring,Cold
2024-04-19,37.94,13,2024-04-19,4,Friday,Spring,Cold
2024-04-20,33.98,13,2024-04-20,4,Saturday,Spring,Cold
2024-04-21,62.959999999999994,16,2024-04-21,4,Sunday,Spring,Warm
2024-04-22,73.94,21,2024-04-22,4,Monday,Spring,Warm
2024-04-23,66.02,22,2024-04-23,4,Tuesday,Spring,Warm
2024-04-24,75.92,18,2024-04-24,4,Wednesday,Spring,Warm
2024-04-25,71.06,20,2024-04-25,4,Thursday,Spring,Warm
2024-04-26,66.92,16,2024-04-26,4,Friday,Spring,Warm
2024-04-27,44.96,20,2024-04-27,4,Saturday,Spring,Moderate
2024-04-28,60.980000000000004,14,2024-04-28,4,Sunday,Spring,Warm
2024-04-29,66.92,21,2024-04-29,4,Monday,Spring,Warm
2024-04-30,69.08,23,2024-04-30,4,Tuesday,Spring,Warm
2024-05-01,69.08,12,2024-05-01,5,Wednesday,Spring,Warm
2024-05-02,60.980000000000004,20,2024-05-02,5,Thursday,Spring,Warm
2024-05-03,73.94,25,2024-05-03,5,Friday,Spring,Warm
2024-05-04,62.959999999999994,25,2024-05-04,5,Saturday,Spring,Warm
2024-05-05,73.94,27,2024-05-05,5,Sunday,Spring,Warm
2024-05-06,60.980000000000004,25,2024-05-06,5,Monday,Spring,Warm
2024-05-07,55.94,15,2024-05-07,5,Tuesday,Spring,Moderate
2024-05-08,57.02,19,2024-05-08,5,Wednesday,Spring,Moderate
2024-05-09,51.98,9,2024-05-09,5,Thursday,Spring,Moderate
2024-05-10,53.96,18,2024-05-10,5,Friday,Spring,Moderate
2024-05-11,64.94,24,2024-05-11,5,Saturday,Spring,Warm
2024-05-12,59,23,2024-05-12,5,Sunday,Spring,Warm
2024-05-13,71.06,18,2024-05-13,5,Monday,Spring,Warm
2024-05-14,75.02,25,2024-05-14,5,Tuesday,Spring,Warm
2024-05-15,66.02,20,2024-05-15,5,Wednesday,Spring,Warm
2024-05-16,71.96,14,2024-05-16,5,Thursday,Spring,Warm
2024-05-17,80.06,22,2024-05-17,5,Friday,Spring,Hot
2024-05-18,71.06,23,2024-05-18,5,Saturday,Spring,Warm
2024-05-19,78.98,19,2024-05-19,5,Sunday,Spring,Hot
2024-05-20,73.04,14,2024-05-20,5,Monday,Spring,Warm
2024-05-21,60.08,14,2024-05-21,5,Tuesday,Spring,Warm
2024-05-22,71.96,23,2024-05-22,5,Wednesday,Spring,Warm
2024-05-23,80.06,14,2024-05-23,5,Thursday,Spring,Hot
2024-05-24,69.08,13,2024-05-24,5,Friday,Spring,Warm
2024-05-25,71.96,26,2024-05-25,5,Saturday,Spring,Warm
2024-05-26,69.98,16,2024-05-26,5,Sunday,Spring,Warm
2024-05-27,75.02,25,2024-05-27,5,Monday,Spring,Warm
2024-05-28,77,31,2024-05-28,5,Tuesday,Spring,Warm
2024-05-29,82.94,17,2024-05-29,5,Wednesday,Spring,Hot
2024-05-30,75.02,20,2024-05-30,5,Thursday,Spring,Warm
2024-05-31,71.96,16,2024-05-31,5,Friday,Spring,Warm
2024-06-01,80.06,19,2024-06-01,6,Saturday,Summer,Hot
2024-06-02,86,18,2024-06-02,6,Sunday,Summer,Hot
2024-06-03,84.91999999999999,27,2024-06-03,6,Monday,Summer,Hot
2024-06-04,78.98,20,2024-06-04,6,Tuesday,Summer,Hot
2024-06-05,89.06,22,2024-06-05,6,Wednesday,Summer,Hot
2024-06-06,87.08000000000001,24,2024-06-06,6,Thursday,Summer,Hot
2024-06-07,91.94,28,2024-06-07,6,Friday,Summer,Hot
2024-06-08,86,20,2024-06-08,6,Saturday,Summer,Hot
2024-06-09,82.04,29,2024-06-09,6,Sunday,Summer,Hot
2024-06-10,80.06,21,2024-06-10,6,Monday,Summer,Hot
2024-06-11,86,26,2024-06-11,6,Tuesday,Summer,Hot
2024-06-12,93.91999999999999,24,2024-06-12,6,Wednesday,Summer,Hot
2024-06-13,93.91999999999999,15,2024-06-13,6,Thursday,Summer,Hot
2024-06-14,80.06,10,2024-06-14,6,Friday,Summer,Hot
2024-06-15,87.08000000000001,21,2024-06-15,6,Saturday,Summer,Hot
2024-06-16,89.96000000000001,39,2024-06-16,6,Sunday,Summer,Hot
2024-06-17,96.08000000000001,26,2024-06-17,6,Monday,Summer,Hot
2024-06-18,73.04,17,2024-06-18,6,Tuesday,Summer,Warm
2024-06-19,73.04,18,2024-06-19,6,Wednesday,Summer,Warm
2024-06-20,87.08000000000001,13,2024-06-20,6,Thursday,Summer,Hot
2024-06-21,84.02,32,2024-06-21,6,Friday,Summer,Hot
2024-06-22,89.06,29,2024-06-22,6,Saturday,Summer,Hot
2024-06-23,93.91999999999999,32,2024-06-23,6,Sunday,Summer,Hot
2024-06-24,95,23,2024-06-24,6,Monday,Summer,Hot
2024-06-25,96.08000000000001,24,2024-06-25,6,Tuesday,Summer,Hot
2024-06-26,91.94,13,2024-06-26,6,Wednesday,Summer,Hot
2024-06-27,91.94,20,2024-06-27,6,Thursday,Summer,Hot
2024-06-28,93.02,23,2024-06-28,6,Friday,Summer,Hot
2024-06-29,87.98,34,2024-06-29,6,Saturday,Summer,Hot
2024-06-30,86,29,2024-06-30,6,Sunday,Summer,Hot
2024-07-01,87.98,25,2024-07-01,7,Monday,Summer,Hot
2024-07-02,84.91999999999999,20,2024-07-02,7,Tuesday,Summer,Hot
2024-07-03,91.03999999999999,16,2024-07-03,7,Wednesday,Summer,Hot
2024-07-04,82.04,13,2024-07-04,7,Thursday,Summer,Hot
2024-07-05,78.08,33,2024-07-05,7,Friday,Summer,Warm
2024-07-06,87.98,21,2024-07-06,7,Saturday,Summer,Hot
2024-07-07,77,34,2024-07-07,7,Sunday,Summer,Warm
2024-07-08,82.04,16,2024-07-08,7,Monday,Summer,Hot
2024-07-09,87.08000000000001,15,2024-07-09,7,Tuesday,Summer,Hot
2024-07-10,91.03999999999999,19,2024-07-10,7,Wednesday,Summer,Hot
2024-07-11,95,21,2024-07-11,7,Thursday,Summer,Hot
2024-07-12,98.96000000000001,14,2024-07-12,7,Friday,Summer,Hot
2024-07-13,98.06,25,2024-07-13,7,Saturday,Summer,Hot
2024-07-14,96.98,21,2024-07-14,7,Sunday,Summer,Hot
2024-07-15,93.91999999999999,25,2024-07-15,7,Monday,Summer,Hot
2024-07-16,84.91999999999999,15,2024-07-16,7,Tuesday,Summer,Hot
2024-07-17,86,21,2024-07-17,7,Wednesday,Summer,Hot
2024-07-18,87.98,19,2024-07-18,7,Thursday,Summer,Hot
2024-07-19,89.96000000000001,18,2024-07-19,7,Friday,Summer,Hot
2024-07-20,84.91999999999999,20,2024-07-20,7,Saturday,Summer,Hot
2024-07-21,75.02,31,2024-07-21,7,Sunday,Summer,Warm
2024-07-22,80.96,17,2024-07-22,7,Monday,Summer,Hot
2024-07-23,87.08000000000001,24,2024-07-23,7,Tuesday,Summer,Hot
2024-07-24,93.02,22,2024-07-24,7,Wednesday,Summer,Hot
2024-07-25,93.02,27,2024-07-25,7,Thursday,Summer,Hot
2024-07-26,89.06,19,2024-07-26,7,Friday,Summer,Hot
2024-07-27,89.96000000000001,23,2024-07-27,7,Saturday,Summer,Hot
2024-07-28,93.91999999999999,23,2024-07-28,7,Sunday,Summer,Hot
2024-07-29,96.98,21,2024-07-29,7,Monday,Summer,Hot
2024-07-30,96.98,30,2024-07-30,7,Tuesday,Summer,Hot
2024-07-31,93.91999999999999,22,2024-07-31,7,Wednesday,Summer,Hot
2024-08-01,96.98,23,2024-08-01,8,Thursday,Summer,Hot
2024-08-02,96.98,26,2024-08-02,8,Friday,Summer,Hot
2024-08-03,93.91999999999999,28,2024-08-03,8,Saturday,Summer,Hot
2024-08-04,96.98,32,2024-08-04,8,Sunday,Summer,Hot
2024-08-05,91.94,22,2024-08-05,8,Monday,Summer,Hot
2024-08-06,93.02,20,2024-08-06,8,Tuesday,Summer,Hot
2024-08-07,91.03999999999999,17,2024-08-07,8,Wednesday,Summer,Hot
2024-08-08,75.92,19,2024-08-08,8,Thursday,Summer,Warm
2024-08-09,64.04,23,2024-08-09,8,Friday,Summer,Warm
2024-08-10,84.02,33,2024-08-10,8,Saturday,Summer,Hot
2024-08-11,84.91999999999999,29,2024-08-11,8,Sunday,Summer,Hot
2024-08-12,86,18,2024-08-12,8,Monday,Summer,Hot
2024-08-13,84.91999999999999,25,2024-08-13,8,Tuesday,Summer,Hot
2024-08-14,87.08000000000001,23,2024-08-14,8,Wednesday,Summer,Hot
2024-08-15,84.02,30,2024-08-15,8,Thursday,Summer,Hot
2024-08-16,89.96000000000001,13,2024-08-16,8,Friday,Summer,Hot
2024-08-17,93.91999999999999,20,2024-08-17,8,Saturday,Summer,Hot
2024-08-18,93.02,37,2024-08-18,8,Sunday,Summer,Hot
2024-08-19,87.08000000000001,20,2024-08-19,8,Monday,Summer,Hot
2024-08-20,93.02,17,2024-08-20,8,Tuesday,Summer,Hot
2024-08-21,91.94,24,2024-08-21,8,Wednesday,Summer,Hot
2024-08-22,87.08000000000001,9,2024-08-22,8,Thursday,Summer,Hot
2024-08-23,87.08000000000001,25,2024-08-23,8,Friday,Summer,Hot
2024-08-24,87.08000000000001,26,2024-08-24,8,Saturday,Summer,Hot
2024-08-25,87.98,30,2024-08-25,8,Sunday,Summer,Hot
2024-08-26,84.91999999999999,25,2024-08-26,8,Monday,Summer,Hot
2024-08-27,82.94,26,2024-08-27,8,Tuesday,Summer,Hot
2024-08-28,89.96000000000001,19,2024-08-28,8,Wednesday,Summer,Hot
2024-08-29,84.02,30,2024-08-29,8,Thursday,Summer,Hot
2024-08-30,84.91999999999999,24,2024-08-30,8,Friday,Summer,Hot
2024-08-31,87.98,30,2024-08-31,8,Saturday,Summer,Hot
2024-09-01,84.91999999999999,24,2024-09-01,9,Sunday,Fall,Hot
2024-09-02,89.96000000000001,23,2024-09-02,9,Monday,Fall,Hot
2024-09-03,91.03999999999999,15,2024-09-03,9,Tuesday,Fall,Hot
2024-09-04,80.96,15,2024-09-04,9,Wednesday,Fall,Hot
2024-09-05,69.98,20,2024-09-05,9,Thursday,Fall,Warm
2024-09-06,80.96,21,2024-09-06,9,Friday,Fall,Hot
2024-09-07,84.91999999999999,28,2024-09-07,9,Saturday,Fall,Hot
2024-09-08,87.08000000000001,24,2024-09-08,9,Sunday,Fall,Hot
2024-09-09,87.08000000000001,29,2024-09-09,9,Monday,Fall,Hot
2024-09-10,86,11,2024-09-10,9,Tuesday,Fall,Hot
2024-09-11,82.04,21,2024-09-11,9,Wednesday,Fall,Hot
2024-09-12,89.06,22,2024-09-12,9,Thursday,Fall,Hot
2024-09-13,80.06,24,2024-09-13,9,Friday,Fall,Hot
2024-09-14,86,25,2024-09-14,9,Saturday,Fall,Hot
2024-09-15,87.08000000000001,28,2024-09-15,9,Sunday,Fall,Hot
2024-09-16,80.96,23,2024-09-16,9,Monday,Fall,Hot
2024-09-17,82.04,23,2024-09-17,9,Tuesday,Fall,Hot
2024-09-18,84.02,18,2024-09-18,9,Wednesday,Fall,Hot
2024-09-19,82.04,17,2024-09-19,9,Thursday,Fall,Hot
2024-09-20,87.08000000000001,17,2024-09-20,9,Friday,Fall,Hot
2024-09-21,66.92,35,2024-09-21,9,Saturday,Fall,Warm
2024-09-22,60.980000000000004,12,2024-09-22,9,Sunday,Fall,Warm
2024-09-23,78.08,18,2024-09-23,9,Monday,Fall,Warm
2024-09-24,73.94,26,2024-09-24,9,Tuesday,Fall,Warm
2024-09-25,84.91999999999999,22,2024-09-25,9,Wednesday,Fall,Hot
2024-09-26,89.06,18,2024-09-26,9,Thursday,Fall,Hot
2024-09-27,82.94,23,2024-09-27,9,Friday,Fall,Hot
2024-09-28,84.91999999999999,28,2024-09-28,9,Saturday,Fall,Hot
2024-09-29,89.06,21,2024-09-29,9,Sunday,Fall,Hot
2024-09-30,86,27,2024-09-30,9,Monday,Fall,Hot
2024-10-01,73.94,22,2024-10-01,10,Tuesday,Fall,Warm
2024-10-02,87.08000000000001,15,2024-10-02,10,Wednesday,Fall,Hot
2024-10-03,66.92,26,2024-10-03,10,Thursday,Fall,Warm
2024-10-04,87.08000000000001,27,2024-10-04,10,Friday,Fall,Hot
2024-10-05,84.02,26,2024-10-05,10,Saturday,Fall,Hot
2024-10-06,78.08,27,2024-10-06,10,Sunday,Fall,Warm
2024-10-07,80.06,25,2024-10-07,10,Monday,Fall,Hot
2024-10-08,78.98,16,2024-10-08,10,Tuesday,Fall,Hot
2024-10-09,78.98,18,2024-10-09,10,Wednesday,Fall,Hot
2024-10-10,80.96,18,2024-10-10,10,Thursday,Fall,Hot
2024-10-11,73.04,21,2024-10-11,10,Friday,Fall,Warm
2024-10-12,80.06,27,2024-10-12,10,Saturday,Fall,Hot
2024-10-13,66.02,27,2024-10-13,10,Sunday,Fall,Warm
2024-10-14,80.06,14,2024-10-14,10,Monday,Fall,Hot
2024-10-15,75.92,18,2024-10-15,10,Tuesday,Fall,Warm
2024-10-16,80.06,16,2024-10-16,10,Wednesday,Fall,Hot
2024-10-17,73.04,19,2024-10-17,10,Thursday,Fall,Warm
2024-10-18,53.06,21,2024-10-18,10,Friday,Fall,Moderate
2024-10-19,64.94,18,2024-10-19,10,Saturday,Fall,Warm
2024-10-20,73.04,26,2024-10-20,10,Sunday,Fall,Warm
2024-10-21,66.02,13,2024-10-21,10,Monday,Fall,Warm
2024-10-22,75.02,17,2024-10-22,10,Tuesday,Fall,Warm
2024-10-23,75.92,25,2024-10-23,10,Wednesday,Fall,Warm
2024-10-24,71.96,25,2024-10-24,10,Thursday,Fall,Warm
2024-10-25,66.92,23,2024-10-25,10,Friday,Fall,Warm
2024-10-26,77,23,2024-10-26,10,Saturday,Fall,Warm
2024-10-27,77,22,2024-10-27,10,Sunday,Fall,Warm
2024-10-28,78.98,30,2024-10-28,10,Monday,Fall,Hot
2024-10-29,68,22,2024-10-29,10,Tuesday,Fall,Warm
2024-10-30,44.06,17,2024-10-30,10,Wednesday,Fall,Moderate
2024-10-31,59,18,2024-10-31,10,Thursday,Fall,Warm
2024-11-01,62.059999999999995,19,2024-11-01,11,Friday,Fall,Warm
2024-11-02,66.02,22,2024-11-02,11,Saturday,Fall,Warm
2024-11-03,55.04,37,2024-11-03,11,Sunday,Fall,Moderate
2024-11-04,41,19,2024-11-04,11,Monday,Fall,Moderate
2024-11-05,53.96,24,2024-11-05,11,Tuesday,Fall,Moderate
2024-11-06,28.22,16,2024-11-06,11,Wednesday,Fall,Cold
2024-11-07,35.06,14,2024-11-07,11,Thursday,Fall,Cold
2024-11-08,32,18,2024-11-08,11,Friday,Fall,Cold
2024-11-09,41,10,2024-11-09,11,Saturday,Fall,Moderate
2024-11-10,53.96,18,2024-11-10,11,Sunday,Fall,Moderate
2024-11-11,57.02,14,2024-11-11,11,Monday,Fall,Moderate
2024-11-12,55.04,21,2024-11-12,11,Tuesday,Fall,Moderate
2024-11-13,46.94,15,2024-11-13,11,Wednesday,Fall,Moderate
2024-11-14,57.92,14,2024-11-14,11,Thursday,Fall,Moderate
2024-11-15,59,17,2024-11-15,11,Friday,Fall,Warm
2024-11-16,51.08,23,2024-11-16,11,Saturday,Fall,Moderate
2024-11-17,51.98,30,2024-11-17,11,Sunday,Fall,Moderate
2024-11-18,57.92,17,2024-11-18,11,Monday,Fall,Moderate
2024-11-19,37.04,14,2024-11-19,11,Tuesday,Fall,Cold
2024-11-20,48.92,21,2024-11-20,11,Wednesday,Fall,Moderate
2024-11-21,57.92,18,2024-11-21,11,Thursday,Fall,Moderate
2024-11-22,62.059999999999995,18,2024-11-22,11,Friday,Fall,Warm
2024-11-23,68,20,2024-11-23,11,Saturday,Fall,Warm
2024-11-24,62.959999999999994,25,2024-11-24,11,Sunday,Fall,Warm
2024-11-25,46.04,13,2024-11-25,11,Monday,Fall,Moderate
2024-11-26,55.04,10,2024-11-26,11,Tuesday,Fall,Moderate
2024-11-27,35.06,17,2024-11-27,11,Wednesday,Fall,Cold
2024-11-28,33.98,16,2024-11-28,11,Thursday,Fall,Cold
2024-11-29,48.02,18,2024-11-29,11,Friday,Fall,Moderate
2024-11-30,48.02,11,2024-11-30,11,Saturday,Fall,Moderate
2024-12-01,53.06,21,2024-12-01,12,Sunday,Winter,Moderate
2024-12-02,53.06,20,2024-12-02,12,Monday,Winter,Moderate
2024-12-03,64.04,19,2024-12-03,12,Tuesday,Winter,Warm
2024-12-04,57.02,18,2024-12-04,12,Wednesday,Winter,Moderate
2024-12-05,51.08,10,2024-12-05,12,Thursday,Winter,Moderate
2024-12-06,57.02,14,2024-12-06,12,Friday,Winter,Moderate
2024-12-07,59,17,2024-12-07,12,Saturday,Winter,Warm
2024-12-08,59,20,2024-12-08,12,Sunday,Winter,Warm
2024-12-09,35.06,19,2024-12-09,12,Monday,Winter,Cold
2024-12-10,33.08,12,2024-12-10,12,Tuesday,Winter,Cold
2024-12-11,51.98,20,2024-12-11,12,Wednesday,Winter,Moderate
2024-12-12,51.98,11,2024-12-12,12,Thursday,Winter,Moderate
2024-12-13,51.98,16,2024-12-13,12,Friday,Winter,Moderate
2024-12-14,57.92,21,2024-12-14,12,Saturday,Winter,Moderate
2024-12-15,53.96,18,2024-12-15,12,Sunday,Winter,Moderate
2024-12-16,46.04,24,2024-12-16,12,Monday,Winter,Moderate
2024-12-17,51.98,11,2024-12-17,12,Tuesday,Winter,Moderate
2024-12-18,53.96,13,2024-12-18,12,Wednesday,Winter,Moderate
2024-12-19,60.08,13,2024-12-19,12,Thursday,Winter,Warm
2024-12-20,66.92,19,2024-12-20,12,Friday,Winter,Warm
2024-12-21,64.04,22,2024-12-21,12,Saturday,Winter,Warm
2024-12-22,62.059999999999995,23,2024-12-22,12,Sunday,Winter,Warm
2024-12-23,51.08,24,2024-12-23,12,Monday,Winter,Moderate
2024-12-24,53.06,22,2024-12-24,12,Tuesday,Winter,Moderate
2024-12-25,48.92,22,2024-12-25,12,Wednesday,Winter,Moderate
2024-12-26,46.94,18,2024-12-26,12,Thursday,Winter,Moderate
2024-12-27,46.04,15,2024-12-27,12,Friday,Winter,Moderate
2024-12-28,51.08,23,2024-12-28,12,Saturday,Winter,Moderate
2024-12-29,59,20,2024-12-29,12,Sunday,Winter,Warm
2024-12-30,46.04,22,2024-12-30,12,Monday,Winter,Moderate
2024-12-31,35.96,15,2024-12-31,12,Tuesday,Winter,Cold
